Account,ATMID,caldate,Dispense,DT,MaxCapacity,CountTotalTxn
PQR,SPCNG376,04-02-2021,542500,0,3520000,101
PQR,S1CN3514,04-02-2021,411500,0,3520000,123
PQR,S1CN2820,04-02-2021,484200,5,3520000,118
ABC,APAN22403,04-02-2021,0,1377,2420000,8
ABC,APAN35706,04-02-2021,99200,10,2860000,35
XYZ,T1NY000166081,04-02-2021,699300,0,3520000,150
ABC,SPCN02020,05-02-2021,729000,39,2640000,158
ABC,TPCN10269,05-02-2021,684000,85,3520000,98
ABC,APCN00816,05-02-2021,14800,860,2640000,21
PQR,S1CN1142,05-02-2021,470000,0,3520000,44
PQR,S1CN2022,05-02-2021,752400,17,2860000,301
PQR,SPCND067,05-02-2021,516000,0,3520000,109
ABC,APAN11109,05-02-2021,163000,750,3520000,71
ABC,APAN23217,05-02-2021,505500,198,3740000,153
PQR,SPCNG376,05-02-2021,604500,0,3520000,138
PQR,S1CN3514,05-02-2021,487000,0,3520000,119
PQR,S1CN2820,05-02-2021,476000,0,3520000,106
ABC,APAN22403,05-02-2021,0,1440,2420000,8
ABC,APAN35706,05-02-2021,164100,50,2860000,38
XYZ,T1NY000166081,05-02-2021,395500,0,3520000,103
ABC,SPCN02020,06-02-2021,648000,3,2640000,151
ABC,TPCN10269,06-02-2021,484500,0,3520000,84
ABC,APCN00816,06-02-2021,220900,810,2640000,51
PQR,S1CN1142,06-02-2021,397500,4,3520000,44
PQR,S1CN2022,06-02-2021,1115800,17,2860000,377
PQR,SPCND067,06-02-2021,516500,37,3520000,131
ABC,APAN11109,06-02-2021,473500,756,3520000,118
ABC,APAN23217,06-02-2021,1022400,3,3740000,206
PQR,SPCNG376,06-02-2021,579000,0,3520000,135
PQR,S1CN3514,06-02-2021,397500,230,3520000,99
PQR,S1CN2820,06-02-2021,447500,5,3520000,131
ABC,APAN22403,06-02-2021,0,1440,2420000,0
ABC,APAN35706,06-02-2021,1500,817,2860000,8
XYZ,T1NY000166081,06-02-2021,805700,0,3520000,150
ABC,SPCN02020,07-02-2021,715500,0,2640000,200
ABC,TPCN10269,07-02-2021,290500,0,3520000,67
ABC,APCN00816,07-02-2021,1800,0,2640000,5
PQR,S1CN1142,07-02-2021,225500,0,3520000,30
PQR,S1CN2022,07-02-2021,1057900,0,2860000,416
PQR,SPCND067,07-02-2021,315500,0,3520000,68
ABC,APAN11109,07-02-2021,541000,35,3520000,169
ABC,APAN23217,07-02-2021,854100,0,3740000,211
PQR,SPCNG376,07-02-2021,191000,0,3520000,59
PQR,S1CN3514,07-02-2021,763500,54,3520000,207
PQR,S1CN2820,07-02-2021,504000,0,3520000,138
ABC,APAN22403,07-02-2021,0,1440,2420000,0
ABC,APAN35706,07-02-2021,0,1440,2860000,0
XYZ,T1NY000166081,07-02-2021,674000,0,3520000,139
ABC,SPCN02020,08-02-2021,676600,14,2640000,159
ABC,TPCN10269,08-02-2021,532000,67,3520000,87
ABC,APCN00816,08-02-2021,206500,65,2640000,45
PQR,S1CN1142,08-02-2021,137500,0,3520000,24
PQR,S1CN2022,08-02-2021,1285700,0,2860000,379
PQR,SPCND067,08-02-2021,1218000,0,3520000,161
ABC,APAN11109,08-02-2021,739000,152,3520000,189
ABC,APAN23217,08-02-2021,577200,71,3740000,157
PQR,SPCNG376,08-02-2021,507500,6,3520000,132
PQR,S1CN3514,08-02-2021,688000,0,3520000,199
PQR,S1CN2820,08-02-2021,185500,472,3520000,41
ABC,APAN22403,08-02-2021,0,1440,2420000,0
ABC,APAN35706,08-02-2021,0,1440,2860000,2
XYZ,T1NY000166081,08-02-2021,623500,0,3520000,141
ABC,SPCN02020,09-02-2021,631100,0,2640000,165
ABC,TPCN10269,09-02-2021,524500,2,3520000,92
ABC,APCN00816,09-02-2021,93300,30,2640000,26
PQR,S1CN1142,09-02-2021,132000,5,3520000,19
PQR,S1CN2022,09-02-2021,862200,11,2860000,312
PQR,SPCND067,09-02-2021,709500,11,3520000,123
ABC,APAN11109,09-02-2021,355000,587,3520000,94
ABC,APAN23217,09-02-2021,493300,301,3740000,156
PQR,SPCNG376,09-02-2021,272000,0,3520000,83
PQR,S1CN3514,09-02-2021,509000,0,3520000,145
PQR,S1CN2820,09-02-2021,0,1440,3520000,0
ABC,APAN22403,09-02-2021,0,1417,2420000,4
ABC,APAN35706,09-02-2021,383000,1052,2860000,69
XYZ,T1NY000166081,09-02-2021,771300,0,3520000,151
ABC,SPCN02020,10-02-2021,758900,0,2640000,178
ABC,TPCN10269,10-02-2021,976500,0,3520000,128
ABC,APCN00816,10-02-2021,50700,331,2640000,37
PQR,S1CN1142,10-02-2021,431500,0,3520000,58
PQR,S1CN2022,10-02-2021,1163200,4,2860000,361
PQR,SPCND067,10-02-2021,856500,0,3520000,152
ABC,APAN11109,10-02-2021,544500,751,3520000,151
ABC,APAN23217,10-02-2021,1357400,0,3740000,307
PQR,SPCNG376,10-02-2021,320000,6,3520000,111
PQR,S1CN3514,10-02-2021,470500,7,3520000,135
PQR,S1CN2820,10-02-2021,0,1440,3520000,0
ABC,APAN22403,10-02-2021,157500,920,2420000,40
ABC,APAN35706,10-02-2021,0,1440,2860000,1
XYZ,T1NY000166081,10-02-2021,916500,32,3520000,151
ABC,SPCN02020,11-02-2021,422000,8,2640000,137
ABC,TPCN10269,11-02-2021,926500,3,3520000,127
ABC,APCN00816,11-02-2021,131000,900,2640000,64
PQR,S1CN1142,11-02-2021,388000,7,3520000,47
PQR,S1CN2022,11-02-2021,1347100,16,2860000,365
PQR,SPCND067,11-02-2021,522000,16,3520000,102
ABC,APAN11109,11-02-2021,891500,6,3520000,207
ABC,APAN23217,11-02-2021,419700,48,3740000,138
PQR,SPCNG376,11-02-2021,392500,0,3520000,127
PQR,S1CN3514,11-02-2021,763500,55,3520000,198
PQR,S1CN2820,11-02-2021,0,1440,3520000,0
ABC,APAN22403,11-02-2021,504400,0,2420000,120
ABC,APAN35706,11-02-2021,43500,960,2860000,11
XYZ,T1NY000166081,11-02-2021,1414100,0,3520000,252
ABC,SPCN02020,12-02-2021,877800,134,2640000,168
ABC,TPCN10269,12-02-2021,737500,10,3520000,132
ABC,APCN00816,12-02-2021,249300,0,2640000,66
PQR,S1CN1142,12-02-2021,286500,0,3520000,32
PQR,S1CN2022,12-02-2021,610900,6,2860000,305
PQR,SPCND067,12-02-2021,460000,0,3520000,140
ABC,APAN11109,12-02-2021,887000,79,3520000,199
ABC,APAN23217,12-02-2021,422600,2,3740000,148
PQR,SPCNG376,12-02-2021,346500,6,3520000,104
PQR,S1CN3514,12-02-2021,349500,162,3520000,123
PQR,S1CN2820,12-02-2021,0,1440,3520000,0
ABC,APAN22403,12-02-2021,474300,0,2420000,100
ABC,APAN35706,12-02-2021,87500,0,2860000,25
XYZ,T1NY000166081,12-02-2021,693900,0,3520000,144
ABC,SPCN02020,13-02-2021,769400,123,2640000,195
ABC,TPCN10269,13-02-2021,1154500,0,3520000,144
ABC,APCN00816,13-02-2021,176200,0,2640000,58
PQR,S1CN1142,13-02-2021,452500,16,3520000,50
PQR,S1CN2022,13-02-2021,1051300,5,2860000,344
PQR,SPCND067,13-02-2021,627000,0,3520000,111
ABC,APAN11109,13-02-2021,677500,137,3520000,147
ABC,APAN23217,13-02-2021,906700,122,3740000,243
PQR,SPCNG376,13-02-2021,237500,0,3520000,73
PQR,S1CN3514,13-02-2021,511500,0,3520000,127
PQR,S1CN2820,13-02-2021,0,1440,3520000,0
ABC,APAN22403,13-02-2021,442100,211,2420000,83
ABC,APAN35706,13-02-2021,22500,0,2860000,8
XYZ,T1NY000166081,13-02-2021,917000,0,3520000,239
ABC,SPCN02020,14-02-2021,484900,0,2640000,148
ABC,TPCN10269,14-02-2021,720500,0,3520000,119
ABC,APCN00816,14-02-2021,20400,0,2640000,9
PQR,S1CN1142,14-02-2021,416000,0,3520000,40
PQR,S1CN2022,14-02-2021,985100,0,2860000,416
PQR,SPCND067,14-02-2021,772500,0,3520000,130
ABC,APAN11109,14-02-2021,0,1440,3520000,17
ABC,APAN23217,14-02-2021,567000,680,3740000,164
PQR,SPCNG376,14-02-2021,218000,0,3520000,64
PQR,S1CN3514,14-02-2021,0,900,3520000,0
PQR,S1CN2820,14-02-2021,0,1440,3520000,0
ABC,APAN22403,14-02-2021,212600,0,2420000,48
ABC,APAN35706,14-02-2021,500,0,2860000,1
XYZ,T1NY000166081,14-02-2021,884900,0,3520000,220
ABC,SPCN02020,15-02-2021,316200,79,2640000,122
ABC,TPCN10269,15-02-2021,320500,10,3520000,93
ABC,APCN00816,15-02-2021,139200,0,2640000,49
PQR,S1CN1142,15-02-2021,219000,0,3520000,44
PQR,S1CN2022,15-02-2021,937000,96,2860000,290
PQR,SPCND067,15-02-2021,651000,0,3520000,170
ABC,APAN11109,15-02-2021,419500,810,3520000,152
ABC,APAN23217,15-02-2021,127700,754,3740000,71
PQR,SPCNG376,15-02-2021,490500,15,3520000,97
PQR,S1CN3514,15-02-2021,0,1440,3520000,0
PQR,S1CN2820,15-02-2021,0,1440,3520000,0
ABC,APAN22403,15-02-2021,57100,961,2420000,12
ABC,APAN35706,15-02-2021,492000,0,2860000,78
XYZ,T1NY000166081,15-02-2021,826300,0,3520000,190
ABC,SPCN02020,16-02-2021,852700,0,2640000,189
ABC,TPCN10269,16-02-2021,699500,0,3520000,101
ABC,APCN00816,16-02-2021,100200,0,2640000,40
PQR,S1CN1142,16-02-2021,480000,8,3520000,46
PQR,S1CN2022,16-02-2021,790200,26,2860000,262
PQR,SPCND067,16-02-2021,682000,20,3520000,127
ABC,APAN11109,16-02-2021,583000,136,3520000,150
ABC,APAN23217,16-02-2021,144800,0,3740000,98
PQR,SPCNG376,16-02-2021,163000,0,3520000,63
PQR,S1CN3514,16-02-2021,397500,488,3520000,181
PQR,S1CN2820,16-02-2021,295500,1440,3520000,89
ABC,APAN22403,16-02-2021,0,1440,2420000,0
ABC,APAN35706,16-02-2021,108500,0,2860000,31
XYZ,T1NY000166081,16-02-2021,551400,0,3520000,142
ABC,SPCN02020,17-02-2021,425300,299,2640000,109
ABC,TPCN10269,17-02-2021,679000,0,3520000,114
ABC,APCN00816,17-02-2021,61500,3,2640000,32
PQR,S1CN1142,17-02-2021,166000,0,3520000,21
PQR,S1CN2022,17-02-2021,610000,0,2860000,270
PQR,SPCND067,17-02-2021,742500,0,3520000,125
ABC,APAN11109,17-02-2021,295000,930,3520000,101
ABC,APAN23217,17-02-2021,385500,17,3740000,116
PQR,SPCNG376,17-02-2021,30000,593,3520000,35
PQR,S1CN3514,17-02-2021,389500,437,3520000,147
PQR,S1CN2820,17-02-2021,560500,703,3520000,143
ABC,APAN22403,17-02-2021,0,1440,2420000,0
ABC,APAN35706,17-02-2021,62500,0,2860000,20
XYZ,T1NY000166081,17-02-2021,1093700,0,3520000,185
ABC,SPCN02020,18-02-2021,469400,5,2640000,143
ABC,TPCN10269,18-02-2021,746500,3,3520000,117
ABC,APCN00816,18-02-2021,111700,0,2640000,35
PQR,S1CN1142,18-02-2021,318500,11,3520000,40
PQR,S1CN2022,18-02-2021,518900,19,2860000,232
PQR,SPCND067,18-02-2021,779500,12,3520000,132
ABC,APAN11109,18-02-2021,539500,5,3520000,170
ABC,APAN23217,18-02-2021,419000,0,3740000,107
PQR,SPCNG376,18-02-2021,306000,0,3520000,88
PQR,S1CN3514,18-02-2021,728500,9,3520000,198
PQR,S1CN2820,18-02-2021,441100,9,3520000,112
ABC,APAN22403,18-02-2021,0,1440,2420000,0
ABC,APAN35706,18-02-2021,52500,23,2860000,12
XYZ,T1NY000166081,18-02-2021,1346700,0,3520000,209
ABC,SPCN02020,19-02-2021,500800,0,2640000,136
ABC,TPCN10269,19-02-2021,918000,0,3520000,145
ABC,APCN00816,19-02-2021,124300,5,2640000,27
PQR,S1CN1142,19-02-2021,242000,0,3520000,24
PQR,S1CN2022,19-02-2021,395900,12,2860000,215
PQR,SPCND067,19-02-2021,705500,10,3520000,143
ABC,APAN11109,19-02-2021,504500,0,3520000,132
ABC,APAN23217,19-02-2021,501700,3,3740000,121
PQR,SPCNG376,19-02-2021,268500,14,3520000,68
PQR,S1CN3514,19-02-2021,240500,88,3520000,76
PQR,S1CN2820,19-02-2021,238900,0,3520000,119
ABC,APAN22403,19-02-2021,64000,1170,2420000,7
ABC,APAN35706,19-02-2021,72000,0,2860000,21
XYZ,T1NY000166081,19-02-2021,517400,0,3520000,114
ABC,SPCN02020,20-02-2021,613000,3,2640000,156
ABC,TPCN10269,20-02-2021,414000,316,3520000,73
ABC,APCN00816,20-02-2021,133400,2,2640000,48
PQR,S1CN1142,20-02-2021,417000,9,3520000,50
PQR,S1CN2022,20-02-2021,726900,0,2860000,257
PQR,SPCND067,20-02-2021,638000,16,3520000,121
ABC,APAN11109,20-02-2021,503000,9,3520000,140
ABC,APAN23217,20-02-2021,350100,3,3740000,144
PQR,SPCNG376,20-02-2021,286500,0,3520000,67
PQR,S1CN3514,20-02-2021,286500,12,3520000,86
PQR,S1CN2820,20-02-2021,492500,6,3520000,124
ABC,APAN22403,20-02-2021,460600,0,2420000,100
ABC,APAN35706,20-02-2021,30200,0,2860000,8
XYZ,T1NY000166081,20-02-2021,573000,0,3520000,144
ABC,SPCN02020,21-02-2021,792100,0,2640000,230
ABC,TPCN10269,21-02-2021,840000,256,3520000,157
ABC,APCN00816,21-02-2021,25200,0,2640000,11
PQR,S1CN1142,21-02-2021,230500,0,3520000,37
PQR,S1CN2022,21-02-2021,785200,0,2860000,351
PQR,SPCND067,21-02-2021,258000,0,3520000,93
ABC,APAN11109,21-02-2021,253000,581,3520000,89
ABC,APAN23217,21-02-2021,586600,0,3740000,214
PQR,SPCNG376,21-02-2021,103000,225,3520000,47
PQR,S1CN3514,21-02-2021,363000,0,3520000,133
PQR,S1CN2820,21-02-2021,374500,0,3520000,146
ABC,APAN22403,21-02-2021,145400,3,2420000,41
ABC,APAN35706,21-02-2021,36500,0,2860000,11
XYZ,T1NY000166081,21-02-2021,617700,0,3520000,152
ABC,SPCN02020,22-02-2021,411300,211,2640000,128
ABC,TPCN10269,22-02-2021,573000,900,3520000,91
ABC,APCN00816,22-02-2021,75300,0,2640000,33
PQR,S1CN1142,22-02-2021,230000,0,3520000,27
PQR,S1CN2022,22-02-2021,864200,24,2860000,259
PQR,SPCND067,22-02-2021,571500,0,3520000,132
ABC,APAN11109,22-02-2021,291000,559,3520000,66
ABC,APAN23217,22-02-2021,474100,4,3740000,162
PQR,SPCNG376,22-02-2021,366000,0,3520000,88
PQR,S1CN3514,22-02-2021,393000,40,3520000,129
PQR,S1CN2820,22-02-2021,279500,8,3520000,83
ABC,APAN22403,22-02-2021,217500,3,2420000,84
ABC,APAN35706,22-02-2021,114000,0,2860000,26
XYZ,T1NY000166081,22-02-2021,569100,0,3520000,130
ABC,SPCN02020,23-02-2021,700100,0,2640000,184
ABC,TPCN10269,23-02-2021,922500,24,3520000,115
ABC,APCN00816,23-02-2021,42200,0,2640000,24
PQR,S1CN1142,23-02-2021,154500,18,3520000,24
PQR,S1CN2022,23-02-2021,476100,9,2860000,209
PQR,SPCND067,23-02-2021,745500,0,3520000,150
ABC,APAN11109,23-02-2021,273500,765,3520000,75
ABC,APAN23217,23-02-2021,735200,0,3740000,221
PQR,SPCNG376,23-02-2021,255500,0,3520000,75
PQR,S1CN3514,23-02-2021,305000,0,3520000,93
PQR,S1CN2820,23-02-2021,403500,0,3520000,109
ABC,APAN22403,23-02-2021,351500,0,2420000,74
ABC,APAN35706,23-02-2021,127000,0,2860000,25
XYZ,T1NY000166081,23-02-2021,608100,0,3520000,123
ABC,SPCN02020,24-02-2021,482200,140,2640000,115
ABC,TPCN10269,24-02-2021,580500,0,3520000,93
ABC,APCN00816,24-02-2021,60900,0,2640000,22
PQR,S1CN1142,24-02-2021,233000,0,3520000,37
PQR,S1CN2022,24-02-2021,337900,15,2860000,198
PQR,SPCND067,24-02-2021,393500,0,3520000,91
ABC,APAN11109,24-02-2021,82500,493,3520000,22
ABC,APAN23217,24-02-2021,319800,236,3740000,110
PQR,SPCNG376,24-02-2021,208500,9,3520000,62
PQR,S1CN3514,24-02-2021,316000,55,3520000,119
PQR,S1CN2820,24-02-2021,433900,0,3520000,135
ABC,APAN22403,24-02-2021,358000,0,2420000,66
ABC,APAN35706,24-02-2021,37000,0,2860000,16
XYZ,T1NY000166081,24-02-2021,729200,102,3520000,155
ABC,SPCN02020,25-02-2021,576200,0,2640000,121
ABC,TPCN10269,25-02-2021,749500,49,3520000,85
ABC,APCN00816,25-02-2021,132500,0,2640000,36
PQR,S1CN1142,25-02-2021,102000,0,3520000,15
PQR,S1CN2022,25-02-2021,450600,9,2860000,193
PQR,SPCND067,25-02-2021,422000,346,3520000,84
ABC,APAN11109,25-02-2021,271500,812,3520000,87
ABC,APAN23217,25-02-2021,412500,467,3740000,127
PQR,SPCNG376,25-02-2021,305000,0,3520000,84
PQR,S1CN3514,25-02-2021,628000,0,3520000,199
PQR,S1CN2820,25-02-2021,370400,9,3520000,96
ABC,APAN22403,25-02-2021,327000,0,2420000,79
ABC,APAN35706,25-02-2021,80500,0,2860000,23
XYZ,T1NY000166081,25-02-2021,872200,0,3520000,195
ABC,SPCN02020,26-02-2021,738900,0,2640000,168
ABC,TPCN10269,26-02-2021,943000,6,3520000,110
ABC,APCN00816,26-02-2021,174300,0,2640000,44
PQR,S1CN1142,26-02-2021,571000,0,3520000,52
PQR,S1CN2022,26-02-2021,640400,64,2860000,248
PQR,SPCND067,26-02-2021,635000,0,3520000,108
ABC,APAN11109,26-02-2021,545000,0,3520000,143
ABC,APAN23217,26-02-2021,541000,432,3740000,126
PQR,SPCNG376,26-02-2021,264000,15,3520000,76
PQR,S1CN3514,26-02-2021,346000,0,3520000,150
PQR,S1CN2820,26-02-2021,309000,9,3520000,104
ABC,APAN22403,26-02-2021,169200,5,2420000,46
ABC,APAN35706,26-02-2021,99000,0,2860000,27
XYZ,T1NY000166081,26-02-2021,769600,0,3520000,140
ABC,SPCN02020,27-02-2021,945200,7,2640000,181
ABC,TPCN10269,27-02-2021,1623500,2,3520000,227
ABC,APCN00816,27-02-2021,122200,0,2640000,41
PQR,S1CN1142,27-02-2021,458500,7,3520000,66
PQR,S1CN2022,27-02-2021,960800,10,2860000,349
PQR,SPCND067,27-02-2021,421000,0,3520000,107
ABC,APAN11109,27-02-2021,186500,0,3520000,57
ABC,APAN23217,27-02-2021,958300,39,3740000,220
PQR,SPCNG376,27-02-2021,489500,0,3520000,107
PQR,S1CN3514,27-02-2021,393500,19,3520000,122
PQR,S1CN2820,27-02-2021,334000,0,3520000,88
ABC,APAN22403,27-02-2021,747300,0,2420000,149
ABC,APAN35706,27-02-2021,54000,0,2860000,22
XYZ,T1NY000166081,27-02-2021,823300,128,3520000,157
ABC,SPCN02020,28-02-2021,958100,0,2640000,211
ABC,TPCN10269,28-02-2021,166500,497,3520000,32
ABC,APCN00816,28-02-2021,18800,0,2640000,6
PQR,S1CN1142,28-02-2021,948500,0,3520000,101
PQR,S1CN2022,28-02-2021,782100,12,2860000,435
PQR,SPCND067,28-02-2021,38500,21,3520000,20
ABC,APAN11109,28-02-2021,0,3,3520000,23
ABC,APAN23217,28-02-2021,383000,0,3740000,133
PQR,SPCNG376,28-02-2021,175000,0,3520000,53
PQR,S1CN3514,28-02-2021,0,900,3520000,0
PQR,S1CN2820,28-02-2021,266000,34,3520000,105
ABC,APAN22403,28-02-2021,157700,76,2420000,39
ABC,APAN35706,28-02-2021,39000,0,2860000,13
XYZ,T1NY000166081,28-02-2021,853800,0,3520000,183
ABC,SPCN02020,01-03-2021,770500,8,2640000,186
ABC,TPCN10269,01-03-2021,523500,810,3520000,107
ABC,APCN00816,01-03-2021,80200,0,2640000,34
PQR,S1CN1142,01-03-2021,374500,0,3520000,45
PQR,S1CN2022,01-03-2021,1146700,15,2860000,371
PQR,SPCND067,01-03-2021,661000,24,3520000,113
ABC,APAN11109,01-03-2021,22500,295,3520000,19
ABC,APAN23217,01-03-2021,121100,552,3740000,41
PQR,SPCNG376,01-03-2021,816500,8,3520000,161
PQR,S1CN3514,01-03-2021,62000,1167,3520000,60
PQR,S1CN2820,01-03-2021,338000,20,3520000,122
ABC,APAN22403,01-03-2021,270100,181,2420000,75
ABC,APAN35706,01-03-2021,152000,250,2860000,43
XYZ,T1NY000166081,01-03-2021,1148200,0,3520000,202
ABC,SPCN02020,02-03-2021,636200,126,2640000,165
ABC,TPCN10269,02-03-2021,764000,0,3520000,102
ABC,APCN00816,02-03-2021,62400,0,2640000,32
PQR,S1CN1142,02-03-2021,279000,349,3520000,29
PQR,S1CN2022,02-03-2021,1301500,18,2860000,399
PQR,SPCND067,02-03-2021,660500,280,3520000,102
ABC,APAN11109,02-03-2021,0,1440,3520000,0
ABC,APAN23217,02-03-2021,560000,448,3740000,181
PQR,SPCNG376,02-03-2021,247500,540,3520000,59
PQR,S1CN3514,02-03-2021,657500,0,3520000,172
PQR,S1CN2820,02-03-2021,412000,0,3520000,106
ABC,APAN22403,02-03-2021,866200,0,2420000,159
ABC,APAN35706,02-03-2021,0,1440,2860000,3
XYZ,T1NY000166081,02-03-2021,1116400,0,3520000,235
ABC,SPCN02020,03-03-2021,619500,5,2640000,160
ABC,TPCN10269,03-03-2021,794500,0,3520000,122
ABC,APCN00816,03-03-2021,33200,331,2640000,14
PQR,S1CN1142,03-03-2021,671000,0,3520000,59
PQR,S1CN2022,03-03-2021,1083200,26,2860000,302
PQR,SPCND067,03-03-2021,899000,0,3520000,156
ABC,APAN11109,03-03-2021,190000,1027,3520000,58
ABC,APAN23217,03-03-2021,443400,1079,3740000,101
PQR,SPCNG376,03-03-2021,185000,960,3520000,75
PQR,S1CN3514,03-03-2021,522000,0,3520000,152
PQR,S1CN2820,03-03-2021,234800,8,3520000,81
ABC,APAN22403,03-03-2021,858300,13,2420000,168
ABC,APAN35706,03-03-2021,0,1440,2860000,1
XYZ,T1NY000166081,03-03-2021,787100,165,3520000,181
ABC,SPCN02020,04-03-2021,540500,0,2640000,167
ABC,TPCN10269,04-03-2021,821000,4,3520000,108
ABC,APCN00816,04-03-2021,142700,7,2640000,49
PQR,S1CN1142,04-03-2021,187500,16,3520000,21
PQR,S1CN2022,04-03-2021,872200,20,2860000,293
PQR,SPCND067,04-03-2021,769500,23,3520000,137
ABC,APAN11109,04-03-2021,630000,0,3520000,164
ABC,APAN23217,04-03-2021,1384500,0,3740000,256
PQR,SPCNG376,04-03-2021,609500,0,3520000,138
PQR,S1CN3514,04-03-2021,442000,0,3520000,128
PQR,S1CN2820,04-03-2021,300200,6,3520000,100
ABC,APAN22403,04-03-2021,702300,0,2420000,143
ABC,APAN35706,04-03-2021,0,1440,2860000,1
XYZ,T1NY000166081,04-03-2021,598700,730,3520000,144
ABC,SPCN02020,05-03-2021,280700,158,2640000,89
ABC,TPCN10269,05-03-2021,1004500,0,3520000,153
ABC,APCN00816,05-03-2021,42500,900,2640000,22
PQR,S1CN1142,05-03-2021,74000,25,3520000,17
PQR,S1CN2022,05-03-2021,1080200,27,2860000,346
PQR,SPCND067,05-03-2021,696500,15,3520000,133
ABC,APAN11109,05-03-2021,734000,4,3520000,178
ABC,APAN23217,05-03-2021,472900,408,3740000,120
PQR,SPCNG376,05-03-2021,478000,73,3520000,109
PQR,S1CN3514,05-03-2021,469000,0,3520000,166
PQR,S1CN2820,05-03-2021,408700,10,3520000,108
ABC,APAN22403,05-03-2021,452900,81,2420000,96
ABC,APAN35706,05-03-2021,0,1440,2860000,4
XYZ,T1NY000166081,05-03-2021,779000,0,3520000,143
ABC,SPCN02020,06-03-2021,984100,0,2640000,197
ABC,TPCN10269,06-03-2021,704500,67,3520000,117
ABC,APCN00816,06-03-2021,102600,1,2640000,39
PQR,S1CN1142,06-03-2021,734000,10,3520000,93
PQR,S1CN2022,06-03-2021,1238600,17,2860000,379
PQR,SPCND067,06-03-2021,439500,0,3520000,101
ABC,APAN11109,06-03-2021,424500,232,3520000,102
ABC,APAN23217,06-03-2021,1215200,4,3740000,250
PQR,SPCNG376,06-03-2021,449000,0,3520000,100
PQR,S1CN3514,06-03-2021,509000,0,3520000,139
PQR,S1CN2820,06-03-2021,397500,0,3520000,108
ABC,APAN22403,06-03-2021,894200,0,2420000,159
ABC,APAN35706,06-03-2021,0,1440,2860000,4
XYZ,T1NY000166081,06-03-2021,723600,49,3520000,154
ABC,SPCN02020,07-03-2021,1120100,62,2640000,278
ABC,TPCN10269,07-03-2021,768000,0,3520000,134
ABC,APCN00816,07-03-2021,17500,0,2640000,19
PQR,S1CN1142,07-03-2021,663000,0,3520000,84
PQR,S1CN2022,07-03-2021,1128900,0,2860000,478
PQR,SPCND067,07-03-2021,407000,0,3520000,80
ABC,APAN11109,07-03-2021,252500,602,3520000,92
ABC,APAN23217,07-03-2021,629500,0,3740000,172
PQR,SPCNG376,07-03-2021,216500,0,3520000,70
PQR,S1CN3514,07-03-2021,726000,0,3520000,173
PQR,S1CN2820,07-03-2021,457800,8,3520000,161
ABC,APAN22403,07-03-2021,551400,8,2420000,142
ABC,APAN35706,07-03-2021,0,1440,2860000,0
XYZ,T1NY000166081,07-03-2021,843100,0,3520000,174
ABC,SPCN02020,08-03-2021,418900,754,2640000,128
ABC,TPCN10269,08-03-2021,625500,6,3520000,114
ABC,APCN00816,08-03-2021,209500,0,2640000,75
PQR,S1CN1142,08-03-2021,541500,0,3520000,73
PQR,S1CN2022,08-03-2021,1026600,311,2860000,254
PQR,SPCND067,08-03-2021,638500,0,3520000,97
ABC,APAN11109,08-03-2021,597500,789,3520000,148
ABC,APAN23217,08-03-2021,469300,7,3740000,162
PQR,SPCNG376,08-03-2021,687000,0,3520000,144
PQR,S1CN3514,08-03-2021,535000,0,3520000,154
PQR,S1CN2820,08-03-2021,377800,58,3520000,112
ABC,APAN22403,08-03-2021,616000,3,2420000,142
ABC,APAN35706,08-03-2021,0,789,2860000,4
XYZ,T1NY000166081,08-03-2021,786800,24,3520000,185
ABC,SPCN02020,09-03-2021,431100,316,2640000,125
ABC,TPCN10269,09-03-2021,873500,0,3520000,142
ABC,APCN00816,09-03-2021,169200,0,2640000,48
PQR,S1CN1142,09-03-2021,581500,8,3520000,58
PQR,S1CN2022,09-03-2021,1119000,15,2860000,349
PQR,SPCND067,09-03-2021,871500,0,3520000,165
ABC,APAN11109,09-03-2021,265000,540,3520000,67
ABC,APAN23217,09-03-2021,645400,176,3740000,175
PQR,SPCNG376,09-03-2021,477500,0,3520000,115
PQR,S1CN3514,09-03-2021,600500,11,3520000,169
PQR,S1CN2820,09-03-2021,380500,0,3520000,91
ABC,APAN22403,09-03-2021,933100,0,2420000,167
ABC,APAN35706,09-03-2021,0,0,2860000,5
XYZ,T1NY000166081,09-03-2021,691300,0,3520000,163
ABC,SPCN02020,10-03-2021,693700,0,2640000,178
ABC,TPCN10269,10-03-2021,568500,0,3520000,74
ABC,APCN00816,10-03-2021,122500,0,2640000,44
PQR,S1CN1142,10-03-2021,204000,0,3520000,20
PQR,S1CN2022,10-03-2021,1081000,20,2860000,371
PQR,SPCND067,10-03-2021,509000,38,3520000,103
ABC,APAN11109,10-03-2021,131000,825,3520000,58
ABC,APAN23217,10-03-2021,415900,810,3740000,141
PQR,SPCNG376,10-03-2021,674000,10,3520000,143
PQR,S1CN3514,10-03-2021,580500,18,3520000,181
PQR,S1CN2820,10-03-2021,238100,45,3520000,84
ABC,APAN22403,10-03-2021,379300,0,2420000,108
ABC,APAN35706,10-03-2021,0,0,2860000,10
XYZ,T1NY000166081,10-03-2021,687000,0,3520000,167
ABC,SPCN02020,11-03-2021,720700,0,2640000,161
ABC,TPCN10269,11-03-2021,636000,0,3520000,102
ABC,APCN00816,11-03-2021,70900,0,2640000,36
